goodreads_book_id,tag_id,count
903,16757,10
903,3885,10
903,450,10
903,2104,9
903,22689,9
903,923,9
903,5231,9
903,12611,9
903,32688,9
903,5153,9
2839,30574,15173
2839,11557,2283
2839,33114,2245
2839,11743,1980
2839,6953,1500
2839,8717,1438
2839,11305,1299
2839,7457,1294
2839,6857,932
2839,32989,784
2839,6888,737
2839,6828,716
2839,6895,658
2839,19974,593
2839,5207,576
2839,25438,533
2839,17124,441
2839,21457,416
2839,22743,413
2839,26735,382
2839,6838,318
2839,6960,303
2839,7404,294
2839,17129,238
2839,12600,235
2839,16799,229
2839,6914,216
2839,6920,207
2839,1691,198
2839,6829,194
2839,16805,179
2839,7852,176
2839,25114,176
2839,9147,170
2839,33165,161
2839,8055,160
2839,19983,158
2839,6976,156
2839,21470,155
2839,18851,151
2839,11590,146
2839,22753,141
2839,30521,141
2839,3885,141
2839,22034,122
2839,12315,121
2839,6597,119
2839,26740,116
2839,24960,110
2839,33012,108
2839,6847,108
2839,18045,106
2839,9221,105
2839,17090,102
2839,21459,97
2839,21447,97
2839,6977,94
2839,21474,93
2839,20774,92
2839,33124,92
2839,26459,89
2839,20849,85
2839,15169,82
2839,9886,81
2839,2104,80
2839,25436,80
2839,29452,78
2839,6909,77
2839,25034,76
2839,17213,73
2839,7484,73
2839,3677,72
2839,18367,70
2839,6866,69
2839,10397,68
2839,3392,66
2839,6973,66
2839,10404,66
2839,6949,65
2839,3389,64
2839,30573,64
2839,28525,64
2839,21989,63
2839,11505,62
2839,5090,62
2839,22689,62
2839,5036,62
2839,32586,61
2839,33023,61
2839,11497,60
2839,20570,60
2839,25191,58
2839,20547,58
2839,8067,57
2839,4949,57
2839,3371,55
2839,20785,55
2839,17086,55
2839,33150,55
2839,27535,53
2915,30574,3826
2915,8717,319
2915,33114,255
2915,11743,233
2915,1691,162
2915,29045,117
2915,27199,64
2915,25438,63
2915,32989,60
2915,6953,52
2915,6828,46
2915,17124,41
2915,5207,40
2915,6888,40
2915,22743,36
2915,6857,35
2915,11557,31
2915,12850,30
2915,19974,28
2915,9221,26
2915,7457,24
2915,16799,24
2915,33165,24
2915,6895,23
2915,29452,23
2915,32477,23
2915,3371,20
2915,1542,20
2915,18045,19
2915,6829,19
2915,6838,18
2915,17129,18
2915,14046,18
2915,3389,17
2915,22034,16
2915,7484,16
2915,5090,15
2915,21195,14
2915,22753,13
2915,33012,13
2915,30521,13
2915,26735,13
2915,1540,13
2915,25436,12
2915,30066,12
2915,6960,11
2915,25014,11
2915,19983,11
2915,23155,11
2915,29492,10
2915,5709,10
2915,8055,9
2915,12948,9
2915,22597,9
2915,6178,9
2915,3392,8
2915,22689,8
2915,6920,8
2915,6847,8
2915,6976,8
2915,6973,8
2915,20849,7
2915,21989,7
2915,17213,7
2915,33153,7
2915,32586,7
2915,16805,7
2915,10210,7
2915,25034,7
2915,6597,7
2915,25114,7
2915,26740,7
2915,32996,7
2915,33023,7
2915,5158,7
2915,1225,7
2915,29048,7
2915,24960,6
2915,15169,6
2915,33124,6
2915,1642,6
2915,30358,6
2915,18054,6
2915,7404,6
2915,3379,6
2915,10397,6
2915,3377,6
2915,14047,6
2915,32480,6
2915,29047,6
2915,20774,5
2915,25151,5
2915,10197,5
2915,33116,5
2915,18367,5
2915,8067,5
2915,17138,5
2915,17090,5
2915,5583,5
2915,973,5
2998,30574,222156
2998,7457,12224
2998,8717,6309
2998,11557,5435
2998,11743,3873
2998,6953,2688
2998,7404,2416
2998,6857,1873
2998,33114,1775
2998,5207,1455
2998,6888,1339
2998,22743,1189
2998,6828,1078
2998,6895,1036
2998,14487,855
2998,17124,688
2998,6838,612
2998,32989,603
2998,6960,590
2998,11590,560
2998,17213,530
2998,22753,417
2998,19974,401
2998,18367,398
2998,11305,379
2998,14467,358
2998,6920,325
2998,17129,317
2998,6829,312
2998,6914,284
2998,16799,271
2998,7423,261
2998,5751,258
2998,24960,253
2998,22034,251
2998,30521,237
2998,10641,237
2998,9221,229
2998,20774,223
2998,6976,222
2998,33165,208
2998,4949,204
2998,6977,203
2998,2104,200
2998,18045,195
2998,10197,188
2998,3389,176
2998,26735,176
2998,15169,175
2998,20849,169
2998,7478,169
2998,6847,163
2998,6840,160
2998,16805,160
2998,3392,154
2998,6905,150
2998,10210,150
2998,10644,149
2998,21989,148
2998,5776,145
2998,923,139
2998,11497,138
2998,6866,136
2998,6969,131
2998,12600,124
2998,11505,122
2998,22689,122
2998,7852,121
2998,6909,120
2998,25438,120
2998,25765,119
2998,25034,117
2998,1691,111
2998,3371,110
2998,6949,110
2998,17090,110
2998,32586,107
2998,25014,106
2998,6973,105
2998,6948,103
2998,20939,102
2998,20824,101
2998,25033,100
2998,30573,99
2998,6843,97
2998,7422,97
2998,30635,91
2998,29716,90
2998,6836,89
2998,12948,86
2998,12457,86
2998,30860,85
2998,11221,84
2998,10093,84
2998,25234,82
2998,27535,82
2998,28525,82
2998,5090,81
2998,7417,81
2998,21892,79
3008,30574,89682
3008,8717,7484
3008,7457,5576
3008,11557,2894
3008,11743,1518
3008,6953,1366
3008,7404,1007
3008,6857,933
3008,33114,784
3008,6888,722
3008,5207,699
3008,6828,574
3008,22743,566
3008,14487,534
3008,6895,522
3008,6838,392
3008,17124,329
3008,11590,316
3008,32989,291
3008,6960,284
3008,14467,228
3008,22753,210
3008,19974,210
3008,6829,161
3008,17213,158
3008,6920,156
3008,6914,155
3008,18367,148
3008,16799,144
3008,17129,142
3008,30521,134
3008,20811,124
3008,10641,114
3008,9221,109
3008,5751,108
3008,6977,102
3008,2104,101
3008,7423,98
3008,6847,97
3008,15169,96
3008,22034,96
3008,6976,96
3008,33165,95
3008,6840,95
3008,24960,90
3008,5776,90
3008,20774,88
3008,6905,87
3008,7478,85
3008,3389,82
3008,11497,80
3008,6969,77
3008,3392,75
3008,20849,73
3008,18045,72
3008,32586,69
3008,11505,68
3008,6909,67
3008,16805,67
3008,4834,67
3008,10644,66
3008,923,66
3008,10210,66
3008,26735,66
3008,22689,63
3008,30635,63
3008,11305,62
3008,10197,60
3008,17090,60
3008,6866,59
3008,509,59
3008,25014,55
3008,6949,55
3008,31859,55
3008,25034,54
3008,6973,54
3008,25765,51
3008,6836,51
3008,25438,50
3008,12600,49
3008,6948,48
3008,21989,47
3008,7852,47
3008,29716,47
3008,7422,46
3008,3371,45
3008,6597,45
3008,20785,44
3008,28525,44
3008,20824,43
3008,27535,43
3008,30573,43
3008,9886,43
3008,22526,42
3008,33012,41
3008,31430,41
3008,12457,41
3008,10094,39
3008,21892,39
3008,4949,39
3467,30574,13654
3467,8717,912
3467,33114,826
3467,10064,542
3467,11305,506
3467,11743,421
3467,10059,412
3467,26837,405
3467,32989,342
3467,27199,320
3467,26771,277
3467,11557,194
3467,24051,191
3467,5207,181
3467,6953,168
3467,22743,159
3467,19974,152
3467,1691,141
3467,6888,110
3467,6857,105
3467,6895,76
3467,17124,69
3467,29452,66
3467,18045,63
3467,3389,62
3467,16799,61
3467,19983,56
3467,12709,52
3467,26785,49
3467,16805,44
3467,2768,43
3467,9221,42
3467,20774,42
3467,3371,41
3467,6828,40
3467,3392,40
3467,26894,40
3467,17129,39
3467,22753,38
3467,17213,38
3467,33165,38
3467,33124,36
3467,30521,36
3467,5090,34
3467,16277,34
3467,6829,32
3467,10197,30
3467,15169,29
3467,12700,29
3467,10503,28
3467,10502,28
3467,6920,27
3467,6914,27
3467,20849,26
3467,33012,26
3467,3377,26
3467,10067,26
3467,33311,26
3467,18054,25
3467,29045,25
3467,6960,24
3467,9598,24
3467,7337,24
3467,24960,23
3467,11370,23
3467,26897,23
3467,33023,23
3467,25148,22
3467,5002,22
3467,1416,20
3467,2766,20
3467,32996,19
3467,31359,19
3467,9597,19
3467,10210,18
3467,3379,18
3467,26816,18
3467,25146,18
3467,33007,18
3467,10081,18
3467,22689,17
3467,33153,17
3467,25147,17
3467,6976,17
3467,17090,17
3467,22034,16
3467,6597,16
3467,28300,16
3467,29464,16
3467,24050,16
3467,5304,16
3467,20939,15
3467,25150,15
3467,33125,15
3467,33116,15
3467,32130,15
3467,7484,15
3467,19980,15
3467,7852,14
3467,27556,14
3562,30574,17224
3562,7457,757
3562,33114,474
3562,11557,472
3562,11743,451
3562,8717,279
3562,6953,225
3562,14487,201
3562,32989,180
3562,6857,160
3562,7404,152
3562,6888,136
3562,5207,129
3562,27199,121
3562,6184,99
3562,6828,98
3562,14467,98
3562,22743,97
3562,17525,94
3562,6895,88
3562,6178,85
3562,11590,82
3562,6838,70
3562,17124,62
3562,19974,40
3562,26138,40
3562,6960,39
3562,16799,35
3562,6920,33
3562,18045,31
3562,7852,31
3562,6914,30
3562,33165,29
3562,6969,29
3562,6840,29
3562,24960,28
3562,22753,27
3562,6829,27
3562,25765,26
3562,18367,25
3562,4949,24
3562,2104,23
3562,15169,23
3562,17129,23
3562,6977,23
3562,33012,22
3562,6190,22
3562,6905,21
3562,18470,21
3562,21989,20
3562,6847,20
3562,22034,19
3562,29452,19
3562,22689,19
3562,30521,19
3562,6909,18
3562,923,18
3562,33124,17
3562,17213,17
3562,6949,17
3562,6843,17
3562,17116,17
3562,11505,16
3562,16805,16
3562,6186,16
3562,18730,16
3562,9221,15
3562,25234,15
3562,20849,15
3562,21892,15
3562,20412,15
3562,24964,14
3562,32586,14
3562,25438,14
3562,25034,14
3562,6948,14
3562,11643,14
3562,17090,14
3562,25151,13
3562,12948,13
3562,6976,13
3562,11221,13
3562,6863,13
3562,22526,12
3562,6216,12
3562,25150,11
3562,33153,11
3562,20774,10
3562,1128,10
3562,25770,10
3562,25153,10
3562,14552,10
3562,25149,10
3562,19983,10
3562,33150,10
3562,6750,10
3562,6837,10
3562,6195,10
3562,33166,10
3562,32688,9
3579,30574,129
3579,6857,125
3579,32989,121
3579,6895,115
3579,6828,108
3579,27199,91
3579,26138,59
3579,2104,52
3579,11557,51
3579,22743,47
3579,8717,42
3579,6960,41
3579,11590,38
3579,14467,34
3579,19974,29
3579,6914,29
3579,6829,29
3579,6178,28
3579,17129,27
3579,18367,27
3579,16799,24
3579,27535,23
3579,11505,22
3579,33124,22
3579,22753,21
3579,29452,21
3579,6840,21
3579,7423,21
3579,30521,20
3579,6976,20
3579,22034,19
3579,17525,18
3579,21989,17
3579,6920,17
3579,33153,17
3579,6847,17
3579,24960,16
3579,7852,16
3579,6949,16
3579,17090,16
3579,33012,15
3579,20824,15
3579,15169,14
3579,1128,14
3579,22689,14
3579,6909,14
3579,12948,14
3579,25034,14
3579,6836,14
3579,6948,13
3579,21892,13
3579,7457,12
3579,11497,12
3579,1489,11
3579,6905,11
3579,6866,11
3579,20785,11
3579,14552,11
3579,6837,11
3579,20774,10
3579,11491,10
3579,25011,10
3579,32586,10
3579,6977,10
3579,25438,10
3579,6750,10
3579,20849,9
3579,18045,9
3579,7478,9
3579,33023,9
3579,5161,9
3579,6841,9
3579,25234,8
3579,11595,8
3579,33116,8
3579,6597,8
3579,6843,8
3579,32095,8
3579,33150,8
3579,14527,8
3579,6834,8
3579,2657,8
3579,2106,7
3579,10197,7
3579,18680,7
3579,33125,7
3579,9886,7
3579,22344,7
3579,7422,7
3579,17103,7
3579,6992,7
3579,2100,7
3579,6195,7
3579,6863,7
3579,33166,7
3579,2101,7
3579,11564,7
3579,6940,7
3579,30672,6
3579,923,6
3636,30574,8433
3636,11557,1057
3636,6857,825
3636,11743,642
3636,7457,540
3636,8717,526
3636,26740,505
3636,29452,485
3636,12315,452
3636,10064,450
3636,19983,436
3636,6838,430
3636,26837,351
3636,10059,338
3636,32989,335
3636,11370,292
3636,30573,274
3636,33114,271
3636,6960,267
3636,6914,254
3636,11305,252
3636,1691,250
3636,3371,249
3636,6920,248
3636,5090,234
3636,17129,225
3636,5207,223
3636,10081,217
3636,26754,216
3636,22743,211
3636,32996,206
3636,10210,204
3636,26771,203
3636,26897,185
3636,25011,184
3636,25149,178
3636,6829,177
3636,23471,177
3636,9598,168
3636,9597,166
3636,1078,163
3636,25148,160
3636,14370,160
3636,26752,157
3636,21447,156
3636,33125,150
3636,29464,149
3636,5051,143
3636,3677,143
3636,3377,142
3636,11491,138
3636,6949,134
3636,33153,133
3636,3676,133
3636,17260,133
3636,33116,132
3636,19974,130
3636,30339,129
3636,736,126
3636,11978,126
3636,33009,123
3636,17090,115
3636,25506,113
3636,24964,112
3636,20731,112
3636,27398,112
3636,30590,111
3636,6909,109
3636,6953,108
3636,11643,108
3636,33127,108
3636,25147,105
3636,25167,104
3636,9886,104
3636,28964,104
3636,6948,101
3636,20570,99
3636,8055,98
3636,5404,98
3636,12948,97
3636,5153,97
3636,4959,96
3636,26735,94
3636,10094,91
3636,18680,88
3636,20737,87
3636,24993,86
3636,28951,85
3636,25034,82
3636,12035,82
3636,6596,80
3636,1120,79
3636,20287,79
3636,22753,78
3636,22545,78
3636,19980,77
3636,24999,76
3636,21274,76
3636,33006,76
3636,32973,76
3685,30574,42465
3685,7457,3860
3685,8717,1393
3685,11743,1275
3685,11557,982
3685,6953,920
3685,7404,790
3685,2580,655
3685,33114,631
3685,6857,571
3685,5207,539
3685,6828,451
3685,6888,432
3685,22743,423
3685,14877,381
3685,6895,353
3685,17124,245
3685,14487,241
3685,6838,213
3685,6960,209
3685,17213,184
3685,22753,175
3685,32989,171
3685,6829,159
3685,9221,128
3685,18367,119
3685,11590,114
3685,17129,110
3685,1691,103
3685,19974,102
3685,509,95
3685,6920,94
3685,6914,93
3685,16799,91
3685,6847,90
3685,20774,84
3685,7423,84
3685,14467,82
3685,33165,80
3685,20849,78
3685,2545,75
3685,22034,73
3685,6977,71
3685,14868,70
3685,15169,67
3685,6840,62
3685,2573,62
3685,6969,61
3685,4021,59
3685,6905,58
3685,18045,56
3685,25034,55
3685,30521,53
3685,10641,53
3685,6976,53
3685,3389,51
3685,21989,51
3685,6949,51
3685,14867,51
3685,3392,49
3685,24960,48
3685,11305,47
3685,10644,45
3685,6973,45
3685,3371,44
3685,20785,42
3685,27535,41
3685,25033,41
3685,6866,41
3685,3358,41
3685,5751,40
3685,10197,40
3685,16805,40
3685,6843,39
3685,5776,39
3685,7417,39
3685,22689,37
3685,25438,37
3685,7478,37
3685,5090,36
3685,6909,36
3685,2550,36
3685,2639,34
3685,14764,32
3685,19983,32
3685,11497,31
3685,18851,31
3685,26735,31
3685,6948,31
3685,11505,29
3685,17090,29
3685,5161,29
3685,11644,29
3685,2556,29
3685,4037,29
3685,12614,28
3685,5231,28
3685,17217,27
3685,7484,27
3685,3885,27
3980,30574,37169
3980,11557,1495
3980,11743,1235
3980,6953,1148
3980,33114,951
3980,6857,707
3980,8717,706
3980,6888,660
3980,20939,573
3980,6895,533
3980,7457,500
3980,17124,488
3980,6828,454
3980,19974,428
3980,21457,427
3980,32989,385
3980,6838,345
3980,25438,269
3980,1691,260
3980,5207,242
3980,6960,238
3980,17129,226
3980,16799,204
3980,22743,189
3980,16805,177
3980,6914,169
3980,6920,151
3980,7404,149
3980,21470,139
3980,26735,137
3980,2938,118
3980,17090,110
3980,6976,109
3980,21437,106
3980,33165,104
3980,24960,103
3980,25014,98
3980,6829,97
3980,21474,91
3980,6597,87
3980,21459,87
3980,21447,86
3980,2104,85
3980,18045,84
3980,3371,83
3980,6977,82
3980,6909,77
3980,25114,77
3980,6847,68
3980,3389,66
3980,8055,66
3980,25765,65
3980,4949,64
3980,26740,63
3980,19983,63
3980,33012,60
3980,17086,60
3980,3392,55
3980,6973,55
3980,20785,55
3980,22753,54
3980,25020,54
3980,25034,54
3980,7484,54
3980,3677,54
3980,22034,52
3980,6949,51
3980,12323,51
3980,11505,50
3980,6948,50
3980,12315,49
3980,6836,49
3980,9221,48
3980,25436,48
3980,19980,48
3980,10397,47
3980,21438,47
3980,21473,47
3980,25033,46
3980,21892,46
3980,21464,44
3980,7852,43
3980,21472,43
3980,30573,41
3980,11497,40
3980,11221,40
3980,22111,40
3980,10404,40
3980,17116,40
3980,3676,39
3980,15169,38
3980,20824,38
3980,33124,37
3980,1173,36
3980,30521,35
3980,33023,35
3980,20671,35
3980,27535,34
3980,20926,34
3980,19867,34
4538,30574,5192
4538,33114,370
4538,11743,318
4538,21457,303
4538,11557,291
4538,6953,244
4538,25438,189
4538,32989,172
4538,6888,172
4538,19974,162
4538,6857,122
4538,6895,116
4538,8717,108
4538,17124,104
4538,21470,99
4538,5207,85
4538,26735,85
4538,6828,84
4538,21474,77
4538,21447,77
4538,12600,76
4538,22743,74
4538,16799,68
4538,16805,66
4538,21459,61
4538,19983,55
4538,17129,47
4538,6914,45
4538,25436,45
4538,6920,42
4538,8055,40
4538,7457,37
4538,6838,35
4538,21464,35
4538,21472,34
4538,18045,32
4538,25114,32
4538,21473,31
4538,6960,30
4538,21462,30
4538,19980,29
4538,3371,28
4538,7484,28
4538,7852,27
4538,21456,26
4538,9221,25
4538,3677,25
4538,3389,24
4538,33124,24
4538,6597,24
4538,33012,23
4538,8067,23
4538,6976,23
4538,6977,23
4538,21448,23
4538,29452,22
4538,22753,21
4538,24960,21
4538,33165,20
4538,6909,20
4538,26740,20
4538,15048,20
4538,4949,20
4538,22034,19
4538,3392,19
4538,21449,19
4538,2104,18
4538,6829,18
4538,12315,18
4538,3676,18
4538,21465,18
4538,30860,17
4538,31359,17
4538,17090,16
4538,9537,16
4538,15169,15
4538,20849,15
4538,22689,15
4538,11221,15
4538,33023,15
4538,1173,14
4538,3679,14
4538,33116,13
4538,12948,13
4538,10397,13
4538,17086,13
4538,15960,13
4538,19979,13
4538,6596,13
4538,21463,13
4538,21455,13
4538,7399,13
4538,20774,12
4538,6847,12
4538,1416,12
4538,32996,12
4538,25014,11
4538,3379,11
4538,8075,11
4538,3671,11
4600,30574,2536
4600,23605,340
4600,6857,217
4600,6888,193
4600,17129,125
4600,6960,104
4600,6895,95
4600,23596,74
4600,2580,71
4600,4828,60
4600,11557,58
4600,8717,58
4600,4829,56
4600,17124,55
4600,6953,49
4600,3739,41
4600,3742,38
4600,6920,30
4600,28776,28
4600,17086,26
4600,6914,25
4600,15048,25
4600,9221,20
4600,6866,20
4600,30899,20
4600,24224,19
4600,23595,18
4600,22743,17
4600,6931,17
4600,6828,16
4600,26555,16
4600,11743,15
4600,11513,15
4600,6976,14
4600,25014,13
4600,17113,13
4600,17090,13
4600,3735,13
4600,3757,13
4600,25850,12
4600,17094,12
4600,30901,12
4600,22753,11
4600,22689,11
4600,18045,10
4600,25305,10
4600,14261,10
4600,25309,10
4600,11409,10
4600,6838,9
4600,6891,9
4600,28770,9
4600,25212,9
4600,3759,9
4600,7457,8
4600,25020,8
4600,23831,8
4600,5427,8
4600,12323,8
4600,12680,8
4600,6995,8
4600,23624,8
4600,228,8
4600,25086,8
4600,23614,8
4600,30900,8
4600,30903,8
4600,27778,8
4600,15169,7
4600,6984,7
4600,5140,7
4600,28176,7
4600,5143,7
4600,18418,7
4600,6958,7
4600,2570,7
4600,5207,6
4600,16799,6
4600,30521,6
4600,25150,6
4600,14764,6
4600,6977,6
4600,32258,6
4600,11542,6
4600,5246,6
4600,32757,6
4600,18417,6
4600,4831,6
4600,5582,6
4600,3766,6
4600,4832,6
4600,25152,5
4600,6909,5
4600,25149,5
4600,25148,5
4600,22583,5
4600,13235,5
4600,6933,5
4600,136,5
4600,5136,5
4948,30574,88194
4948,6953,2280
4948,23605,2172
4948,6895,1615
4948,8717,1534
4948,6857,1521
4948,6888,1155
4948,17124,844
4948,6960,813
4948,6828,650
4948,17129,594
4948,11743,588
4948,11557,566
4948,23596,536
4948,7457,466
4948,2580,365
4948,6920,246
4948,6838,227
4948,6829,223
4948,6866,220
4948,5207,172
4948,7404,168
4948,12175,168
4948,6914,164
4948,22743,160
4948,26816,155
4948,10782,146
4948,8369,138
4948,4829,115
4948,28776,112
4948,17086,111
4948,6847,105
4948,19445,104
4948,6976,102
4948,24224,94
4948,23595,88
4948,9221,84
4948,6931,83
4948,6977,81
4948,15609,76
4948,5896,75
4948,6984,71
4948,6891,69
4948,3742,67
4948,17094,65
4948,9077,65
4948,11513,64
4948,20785,61
4948,23624,60
4948,16799,59
4948,33165,57
4948,22753,56
4948,11590,55
4948,10129,55
4948,25033,54
4948,27175,53
4948,3739,52
4948,25014,51
4948,6840,51
4948,15285,49
4948,10397,48
4948,12323,48
4948,21195,48
4948,6995,48
4948,17090,47
4948,15569,47
4948,22689,46
4948,30521,46
4948,30899,46
4948,17210,45
4948,4828,45
4948,6843,44
4948,5161,44
4948,18045,43
4948,11305,41
4948,12296,40
4948,21892,39
4948,6909,38
4948,6949,38
4948,24148,38
4948,10221,38
4948,25234,37
4948,6973,37
4948,6021,37
4948,25034,36
4948,10296,36
4948,7704,36
4948,26735,35
4948,6413,35
4948,18144,35
4948,6905,34
4948,17113,34
4948,12614,34
4948,5231,34
4948,25020,33
4948,6959,33
4948,15169,31
4948,6948,31
4948,28770,31
4948,4189,31
5659,7457,3671
